id_cadeia;nucleo;qtd_municipios;qtd_sedes;tem_sede;utp_dominante;coesao_utp_perc;utps_envolvidas;diagnostico_geral
NUCLEO_30;Irituia, São Miguel do Guamá;3;0;Não;80;100.0;80;Cadeia Coesa (100% interna)
NUCLEO_300;Mato Verde, Monte Azul;7;0;Não;176;71.4;176, 520;Cadeia Mista (Dominante: UTP 176)
NUCLEO_301;Morro do Pilar, Santo Antônio do Rio Abaixo;3;0;Não;158;100.0;158;Cadeia Coesa (100% interna)
NUCLEO_302;Nanuque, Serra dos Aimorés;2;1;Sim;769;100.0;769;Cadeia Coesa (100% interna)
NUCLEO_303;Nova Módica, Pescador;2;0;Não;335;100.0;335;Cadeia Coesa (100% interna)
NUCLEO_304;Novo Cruzeiro, Setubinha;2;0;Não;450;100.0;450;Cadeia Coesa (100% interna)
NUCLEO_305;Passos, São João Batista do Glória;5;1;Sim;241;100.0;241;Cadeia Coesa (100% interna)
NUCLEO_306;Patis, São João da Ponte;4;0;Não;218;75.0;218, 552;Cadeia Mista (Dominante: UTP 218)
NUCLEO_307;Pintópolis, São Francisco;5;2;Sim;197;80.0;197, 417;Cadeia Mista (Dominante: UTP 197)
NUCLEO_308;Planura, Colômbia;2;0;Não;261;50.0;261, 39;Cadeia Crítica (Núcleo Cross-UTP: 261, 39)
NUCLEO_309;Poté, Teófilo Otoni;16;1;Sim;335;93.8;335, 634;Cadeia Mista (Dominante: UTP 335)
NUCLEO_31;Itupiranga, Marabá;11;1;Sim;208;90.9;208, 781;Cadeia Mista (Dominante: UTP 208)
NUCLEO_310;Pouso Alegre, Santa Rita do Sapucaí;22;1;Sim;270;81.8;161, 270, 63;Cadeia Mista (Dominante: UTP 270)
NUCLEO_311;Prudente de Morais, Sete Lagoas;6;2;Sim;323;66.7;213, 323;Cadeia Mista (Dominante: UTP 323)
NUCLEO_312;Raul Soares, São Pedro dos Ferros;3;0;Não;265;100.0;265;Cadeia Coesa (100% interna)
NUCLEO_313;Rio Paranaíba, São Gotardo;7;1;Sim;702;100.0;702;Cadeia Coesa (100% interna)
NUCLEO_314;Rio Pomba, Tabuleiro;5;0;Não;189;60.0;189, 349, 35;Cadeia Mista (Dominante: UTP 189)
NUCLEO_315;Salinas, Taiobeiras;8;2;Sim;676;87.5;669, 676;Cadeia Mista (Dominante: UTP 676)
NUCLEO_316;Santa Cruz de Minas, São João del Rei;18;1;Sim;309;88.9;102, 195, 309;Cadeia Mista (Dominante: UTP 309)
NUCLEO_317;Santa Maria do Suaçuí, São Sebastião do Maranhão;4;1;Sim;684;100.0;684;Cadeia Coesa (100% interna)
NUCLEO_318;Santa Vitória, São Simão;6;2;Sim;546;66.7;546, 688;Cadeia Mista (Dominante: UTP 546)
NUCLEO_319;São Domingos das Dores, São Sebastião do Anta;2;0;Não;214;100.0;214;Cadeia Coesa (100% interna)
NUCLEO_32;Moju, Tailândia;2;0;Não;1;100.0;1;Cadeia Coesa (100% interna)
NUCLEO_320;São José do Jacuri, São Pedro do Suaçuí;4;0;Não;684;50.0;521, 684;Cadeia Mista (Dominante: UTP 684)
NUCLEO_321;São Romão, Ubaí;3;0;Não;417;66.7;257, 417;Cadeia Mista (Dominante: UTP 417)
NUCLEO_322;São Sebastião do Paraíso, São Tomás de Aquino;5;0;Não;241;80.0;112, 241;Cadeia Crítica (Núcleo Cross-UTP: 241, 112)
NUCLEO_323;Teixeiras, Viçosa;18;2;Sim;361;50.0;265, 361;Cadeia Mista (Dominante: UTP 361)
NUCLEO_324;Tocantins, Ubá;14;1;Sim;349;85.7;221, 349, 361;Cadeia Mista (Dominante: UTP 349)
NUCLEO_325;Turmalina, Veredinha;9;1;Sim;450;100.0;450;Cadeia Coesa (100% interna)
NUCLEO_326;Alegre, Guaçuí;3;0;Não;58;100.0;58;Cadeia Coesa (100% interna)
NUCLEO_327;Aracruz, João Neiva;3;0;Não;198;66.7;198, 92;Cadeia Crítica (Núcleo Cross-UTP: 198, 92)
NUCLEO_328;Atílio Vivácqua, Cachoeiro de Itapemirim;7;1;Sim;58;100.0;58;Cadeia Coesa (100% interna)
NUCLEO_329;Boa Esperança, Pinheiros;4;1;Sim;266;75.0;266, 769;Cadeia Mista (Dominante: UTP 266)
NUCLEO_33;Óbidos, Oriximiná;3;1;Sim;618;100.0;618;Cadeia Coesa (100% interna)
NUCLEO_330;Conceição do Castelo, Venda Nova do Imigrante;3;0;Não;58;100.0;58;Cadeia Coesa (100% interna)
NUCLEO_331;Irupi, Iúna;4;0;Não;214;50.0;214, 58;Cadeia Mista (Dominante: UTP 214)
NUCLEO_332;Itapemirim, Marataízes;5;0;Não;58;100.0;58;Cadeia Coesa (100% interna)
NUCLEO_333;Jaguaré, São Mateus;7;1;Sim;315;100.0;315;Cadeia Coesa (100% interna)
NUCLEO_334;Linhares, Sooretama;10;2;Sim;198;50.0;198, 315, 92;Cadeia Mista (Dominante: UTP 198)
NUCLEO_335;Serra, Vitória;7;1;Sim;363;100.0;363;Cadeia Coesa (100% interna)
NUCLEO_336;Barra Mansa, Volta Redonda;13;3;Sim;364;46.2;215, 280, 345, 364, 767;Cadeia Mista (Dominante: UTP 364)
NUCLEO_337;Cabo Frio, São Pedro da Aldeia;4;1;Sim;56;100.0;56;Cadeia Coesa (100% interna)
NUCLEO_338;Duque de Caxias, Rio de Janeiro;15;1;Sim;284;100.0;284;Cadeia Coesa (100% interna)
NUCLEO_339;Itaperuna, Laje do Muriaé;9;1;Sim;49;100.0;49;Cadeia Coesa (100% interna)
NUCLEO_34;Ourilândia do Norte, Tucumã;4;1;Sim;619;100.0;619;Cadeia Coesa (100% interna)
NUCLEO_340;Itatiaia, Resende;4;1;Sim;280;100.0;280;Cadeia Coesa (100% interna)
NUCLEO_341;Macaé, Rio das Ostras;10;2;Sim;201;50.0;201, 56, 68;Cadeia Mista (Dominante: UTP 201)
NUCLEO_342;Miguel Pereira, Paty do Alferes;2;1;Sim;245;100.0;245;Cadeia Coesa (100% interna)
NUCLEO_343;Miracema, Santo Antônio de Pádua;5;1;Sim;300;100.0;300;Cadeia Coesa (100% interna)
NUCLEO_344;Niterói, São Gonçalo;6;0;Não;284;100.0;284;Cadeia Coesa (100% interna)
NUCLEO_345;Paraíba do Sul, Três Rios;5;1;Sim;345;80.0;189, 345;Cadeia Mista (Dominante: UTP 345)
NUCLEO_346;Adamantina, Lucélia;6;1;Sim;3;100.0;3;Cadeia Coesa (100% interna)
NUCLEO_347;Águas da Prata, São João da Boa Vista;4;1;Sim;308;100.0;308;Cadeia Coesa (100% interna)
NUCLEO_348;Álvares Machado, Presidente Prudente;17;1;Sim;274;100.0;274;Cadeia Coesa (100% interna)
NUCLEO_349;Americana, Santa Bárbara d'Oeste;3;1;Sim;13;100.0;13;Cadeia Coesa (100% interna)
NUCLEO_35;Rio Maria, Xinguara;7;2;Sim;662;57.1;662, 763;Cadeia Mista (Dominante: UTP 662)
NUCLEO_350;Américo Brasiliense, Araraquara;11;1;Sim;25;90.9;25, 292;Cadeia Mista (Dominante: UTP 25)
NUCLEO_351;Aparecida, Guaratinguetá;9;2;Sim;122;66.7;12, 122, 200;Cadeia Mista (Dominante: UTP 122)
NUCLEO_352;Apiaí, Barra do Chapéu;6;1;Sim;4;100.0;4;Cadeia Coesa (100% interna)
NUCLEO_353;Araçatuba, Birigui;13;3;Sim;301;46.2;3, 301, 357, 365, 45;Cadeia Crítica (Núcleo Cross-UTP: 301, 45)
NUCLEO_354;Arandu, Avaré;3;0;Não;723;66.7;40, 723;Cadeia Mista (Dominante: UTP 723)
NUCLEO_355;Assis, Palmital;11;1;Sim;232;63.6;230, 232, 274, 347, 481;Cadeia Mista (Dominante: UTP 232)
NUCLEO_356;Barão de Antonina, Itaporanga;3;0;Não;393;66.7;393, 723;Cadeia Crítica (Núcleo Cross-UTP: 393, 723)
NUCLEO_357;Barretos, Colina;4;1;Sim;39;100.0;39;Cadeia Coesa (100% interna)
NUCLEO_358;Bauru, Piratininga;14;2;Sim;40;92.9;180, 40;Cadeia Mista (Dominante: UTP 40)
NUCLEO_359;Botucatu, São Manuel;10;1;Sim;50;80.0;36, 40, 50;Cadeia Mista (Dominante: UTP 50)
NUCLEO_36;Santana do Araguaia, Vila Rica;2;0;Não;782;100.0;782;Cadeia Coesa (100% interna)
NUCLEO_360;Brotas, Torrinha;2;0;Não;180;100.0;180;Cadeia Coesa (100% interna)
NUCLEO_361;Campinas, Hortolândia;14;2;Sim;NOVA15;85.7;168, NOVA15;Cadeia Mista (Dominante: UTP NOVA15)
NUCLEO_362;Capivari, Rafard;3;1;Sim;74;100.0;74;Cadeia Coesa (100% interna)
NUCLEO_363;Castilho, Três Lagoas;9;1;Sim;344;88.9;344, 357;Cadeia Mista (Dominante: UTP 344)
NUCLEO_364;Cerquilho, Tietê;2;1;Sim;87;100.0;87;Cadeia Coesa (100% interna)
NUCLEO_365;Cruzália, Pedrinhas Paulista;2;0;Não;232;100.0;232;Cadeia Coesa (100% interna)
NUCLEO_366;Dracena, Junqueirópolis;9;1;Sim;348;77.8;274, 348;Cadeia Mista (Dominante: UTP 348)
NUCLEO_367;Franca, Patrocínio Paulista;15;1;Sim;112;86.7;112, 124;Cadeia Mista (Dominante: UTP 112)
NUCLEO_368;Guaiçara, Lins;9;0;Não;210;44.4;210, 40, 45;Cadeia Mista (Dominante: UTP 210)
NUCLEO_369;Guará, São Joaquim da Barra;3;0;Não;124;100.0;124;Cadeia Coesa (100% interna)
NUCLEO_37;São Geraldo do Araguaia, Xambioá;18;3;Sim;20;77.8;20, 307, 476;Cadeia Mista (Dominante: UTP 20)
NUCLEO_370;Guarulhos, São Paulo;29;1;Sim;316;100.0;316;Cadeia Coesa (100% interna)
NUCLEO_371;Guzolândia, Sud Mennucci;2;0;Não;114;50.0;114, 301;Cadeia Crítica (Núcleo Cross-UTP: 114, 301)
NUCLEO_372;Herculândia, Tupã;5;1;Sim;347;100.0;347;Cadeia Coesa (100% interna)
NUCLEO_373;Ibaté, São Carlos;5;1;Sim;305;100.0;305;Cadeia Coesa (100% interna)
NUCLEO_374;Iguape, Ilha Comprida;2;0;Não;663;100.0;663;Cadeia Coesa (100% interna)
NUCLEO_375;Iracemápolis, Limeira;3;1;Sim;597;100.0;597;Cadeia Coesa (100% interna)
NUCLEO_376;Itapeva, Nova Campina;8;1;Sim;71;87.5;71, 723;Cadeia Mista (Dominante: UTP 71)
NUCLEO_377;Itararé, Sengés;2;1;Sim;393;100.0;393;Cadeia Coesa (100% interna)
NUCLEO_378;Itobi, São José do Rio Pardo;6;1;Sim;524;100.0;524;Cadeia Coesa (100% interna)
NUCLEO_379;Itu, Salto;2;1;Sim;170;100.0;170;Cadeia Coesa (100% interna)
NUCLEO_38;Laranjal do Jari, Vitória do Jari;2;1;Sim;194;100.0;194;Cadeia Coesa (100% interna)
NUCLEO_380;Jacareí, São José dos Campos;12;3;Sim;312;75.0;312, 333, 75;Cadeia Mista (Dominante: UTP 312)
NUCLEO_381;João Ramalho, Quatá;2;0;Não;274;50.0;274, 347;Cadeia Crítica (Núcleo Cross-UTP: 274, 347)
NUCLEO_382;Jundiaí, Várzea Paulista;6;1;Sim;NOVA16;100.0;NOVA16;Cadeia Coesa (100% interna)
NUCLEO_383;Laranjal Paulista, Pereiras;3;0;Não;50;66.7;256, 50;Cadeia Crítica (Núcleo Cross-UTP: 256, 50)
NUCLEO_384;Lavínia, Mirandópolis;3;0;Não;357;100.0;357;Cadeia Coesa (100% interna)
NUCLEO_385;Leme, Pirassununga;4;2;Sim;196;75.0;196, 26;Cadeia Mista (Dominante: UTP 196)
NUCLEO_386;Marília, Vera Cruz;15;1;Sim;210;93.3;210, 40;Cadeia Mista (Dominante: UTP 210)
NUCLEO_387;Mirante do Paranapanema, Teodoro Sampaio;6;2;Sim;462;50.0;226, 274, 462;Cadeia Mista (Dominante: UTP 462)
NUCLEO_388;Mirassol, São José do Rio Preto;24;1;Sim;311;100.0;311;Cadeia Coesa (100% interna)
NUCLEO_389;Mogi das Cruzes, Suzano;5;0;Não;316;100.0;316;Cadeia Coesa (100% interna)
NUCLEO_39;Macapá, Santana;3;1;Sim;202;100.0;202;Cadeia Coesa (100% interna)
NUCLEO_390;Mogi Guaçu, Mogi Mirim;8;1;Sim;217;62.5;217, 308;Cadeia Mista (Dominante: UTP 217)
NUCLEO_391;Osvaldo Cruz, Parapuã;8;0;Não;347;50.0;274, 3, 301, 347;Cadeia Crítica (Núcleo Cross-UTP: 3, 347)
NUCLEO_392;Ourinhos, Santa Cruz do Rio Pardo;14;2;Sim;230;78.6;230, 384, 40;Cadeia Mista (Dominante: UTP 230)
NUCLEO_393;Panorama, Paulicéia;3;0;Não;348;100.0;348;Cadeia Coesa (100% interna)
NUCLEO_394;Piraju, Sarutaiá;9;0;Não;230;55.6;230, 723;Cadeia Crítica (Núcleo Cross-UTP: 723, 230)
NUCLEO_395;Pompéia, Quintana;2;0;Não;210;50.0;210, 347;Cadeia Crítica (Núcleo Cross-UTP: 210, 347)
NUCLEO_396;Pontes Gestal, Riolândia;3;0;Não;365;66.7;261, 365;Cadeia Mista (Dominante: UTP 365)
NUCLEO_397;Presidente Epitácio, Bataguassu;8;2;Sim;408;50.0;275, 408;Cadeia Mista (Dominante: UTP 408)
NUCLEO_398;Registro, Sete Barras;8;1;Sim;663;100.0;663;Cadeia Coesa (100% interna)
NUCLEO_399;Ribeirão Preto, Sertãozinho;26;2;Sim;281;88.5;123, 281;Cadeia Mista (Dominante: UTP 281)
NUCLEO_4;Rolim de Moura, Santa Luzia D'Oeste;10;3;Sim;670;50.0;430, 638, 670;Cadeia Mista (Dominante: UTP 670)
NUCLEO_40;Pracuúba, Tartarugalzinho;4;2;Sim;732;75.0;433, 732;Cadeia Mista (Dominante: UTP 732)
NUCLEO_400;Rio Claro, Santa Gertrudes;5;1;Sim;283;100.0;283;Cadeia Coesa (100% interna)
NUCLEO_401;Santa Fé do Sul, Três Fronteiras;21;3;Sim;175;57.1;175, 294, 629;Cadeia Mista (Dominante: UTP 175)
NUCLEO_402;Santos, São Vicente;5;1;Sim;34;100.0;34;Cadeia Coesa (100% interna)
NUCLEO_403;Sorocaba, Votorantim;13;2;Sim;328;84.6;318, 328, 332;Cadeia Mista (Dominante: UTP 328)
NUCLEO_404;Taquarituba, Tejupá;5;1;Sim;723;60.0;393, 71, 723;Cadeia Mista (Dominante: UTP 723)
NUCLEO_405;Taubaté, Tremembé;7;0;Não;312;42.9;122, 312, 75;Cadeia Mista (Dominante: UTP 312)
NUCLEO_406;Timburi, Ribeirão Claro;2;0;Não;230;50.0;230, 384;Cadeia Crítica (Núcleo Cross-UTP: 230, 384)
NUCLEO_407;Valentim Gentil, Votuporanga;16;2;Sim;365;56.2;108, 365;Cadeia Mista (Dominante: UTP 365)
NUCLEO_408;Boa Vista da Aparecida, Três Barras do Paraná;3;0;Não;79;100.0;79;Cadeia Coesa (100% interna)
NUCLEO_409;Cafelândia, Nova Aurora;2;0;Não;79;100.0;79;Cadeia Coesa (100% interna)
NUCLEO_41;Araguacema, Dois Irmãos do Tocantins;2;1;Sim;390;100.0;390;Cadeia Coesa (100% interna)
NUCLEO_410;Cambé, Londrina;14;1;Sim;199;92.9;199, 23;Cadeia Mista (Dominante: UTP 199)
NUCLEO_411;Campina da Lagoa, Ubiratã;3;0;Não;440;66.7;440, 517;Cadeia Crítica (Núcleo Cross-UTP: 440, 517)
NUCLEO_412;Cantagalo, Virmond;6;0;Não;121;100.0;121;Cadeia Coesa (100% interna)
NUCLEO_413;Carambeí, Ponta Grossa;15;1;Sim;264;86.7;121, 264, 354;Cadeia Mista (Dominante: UTP 264)
NUCLEO_414;Cianorte, São Tomé;5;1;Sim;468;100.0;468;Cadeia Coesa (100% interna)
NUCLEO_415;Coronel Vivida, Pato Branco;21;1;Sim;242;90.5;242, 512;Cadeia Mista (Dominante: UTP 242)
NUCLEO_416;Cruzeiro do Oeste, Umuarama;21;1;Sim;353;100.0;353;Cadeia Coesa (100% interna)
NUCLEO_417;Curitiba, São José dos Pinhais;22;1;Sim;100;100.0;100;Cadeia Coesa (100% interna)
NUCLEO_418;Francisco Beltrão, Marmeleiro;12;2;Sim;512;83.3;153, 242, 512;Cadeia Mista (Dominante: UTP 512)
NUCLEO_419;Guaíra, Terra Roxa;2;0;Não;582;50.0;582, 624;Cadeia Crítica (Núcleo Cross-UTP: 582, 624)
NUCLEO_42;Arraias, Conceição do Tocantins;4;1;Sim;396;100.0;396;Cadeia Coesa (100% interna)
NUCLEO_420;Guamiranga, Prudentópolis;3;0;Não;264;66.7;121, 264;Cadeia Crítica (Núcleo Cross-UTP: 264, 121)
NUCLEO_421;Guaporema, Rondon;2;0;Não;468;100.0;468;Cadeia Coesa (100% interna)
NUCLEO_422;Guarapuava, Turvo;10;1;Sim;121;90.0;121, 354;Cadeia Mista (Dominante: UTP 121)
NUCLEO_423;Ibaiti, Japira;5;1;Sim;530;100.0;530;Cadeia Coesa (100% interna)
NUCLEO_424;Itaúna do Sul, Nova Londrina;9;1;Sim;571;66.7;235, 571;Cadeia Mista (Dominante: UTP 571)
NUCLEO_425;Ivaiporã, Jardim Alegre;3;1;Sim;578;100.0;578;Cadeia Coesa (100% interna)
NUCLEO_426;Maringá, Sarandi;18;2;Sim;211;94.4;177, 211;Cadeia Mista (Dominante: UTP 211)
NUCLEO_427;Nova Prata do Iguaçu, Salto do Lontra;2;0;Não;512;100.0;512;Cadeia Coesa (100% interna)
NUCLEO_428;Ortigueira, Telêmaco Borba;7;1;Sim;735;100.0;735;Cadeia Coesa (100% interna)
NUCLEO_429;Santa Cecília do Pavão, São Sebastião da Amoreira;5;0;Não;481;80.0;481, 735;Cadeia Mista (Dominante: UTP 481)
NUCLEO_43;Augustinópolis, Buriti do Tocantins;3;0;Não;392;100.0;392;Cadeia Coesa (100% interna)
NUCLEO_430;Santana do Itararé, Wenceslau Braz;5;0;Não;393;60.0;393, 530;Cadeia Mista (Dominante: UTP 393)
NUCLEO_431;São João do Ivaí, São Pedro do Ivaí;2;0;Não;578;50.0;17, 578;Cadeia Crítica (Núcleo Cross-UTP: 578, 17)
NUCLEO_432;Araquari, Joinville;6;1;Sim;186;100.0;186;Cadeia Coesa (100% interna)
NUCLEO_433;Araranguá, Balneário Arroio do Silva;7;1;Sim;24;71.4;24, 327;Cadeia Mista (Dominante: UTP 24)
NUCLEO_434;Aurora, Rio do Sul;21;1;Sim;285;100.0;285;Cadeia Coesa (100% interna)
NUCLEO_435;Balneário Camboriú, Camboriú;4;1;Sim;160;100.0;160;Cadeia Coesa (100% interna)
NUCLEO_436;Balneário Gaivota, Sombrio;3;1;Sim;327;100.0;327;Cadeia Coesa (100% interna)
NUCLEO_437;Blumenau, Gaspar;9;1;Sim;46;100.0;46;Cadeia Coesa (100% interna)
NUCLEO_438;Brusque, Guabiruba;2;1;Sim;55;100.0;55;Cadeia Coesa (100% interna)
NUCLEO_439;Caçador, Rio das Antas;3;1;Sim;426;100.0;426;Cadeia Coesa (100% interna)
NUCLEO_44;Bom Jesus do Tocantins, Guaraí;10;1;Sim;249;80.0;249, 476, 516;Cadeia Mista (Dominante: UTP 249)
NUCLEO_440;Canoinhas, Três Barras;3;1;Sim;70;100.0;70;Cadeia Coesa (100% interna)
NUCLEO_441;Capivari de Baixo, Tubarão;12;1;Sim;346;100.0;346;Cadeia Coesa (100% interna)
NUCLEO_442;Concórdia, Irani;5;1;Sim;480;100.0;480;Cadeia Coesa (100% interna)
NUCLEO_443;Criciúma, Içara;12;1;Sim;96;100.0;96;Cadeia Coesa (100% interna)
NUCLEO_444;Cunha Porã, Maravilha;2;0;Não;714;100.0;714;Cadeia Coesa (100% interna)
NUCLEO_445;Curitibanos, São Cristóvão do Sul;4;1;Sim;495;100.0;495;Cadeia Coesa (100% interna)
NUCLEO_446;Florianópolis, São José;11;1;Sim;110;100.0;110;Cadeia Coesa (100% interna)
NUCLEO_447;Guaraciaba, São Miguel do Oeste;14;1;Sim;714;100.0;714;Cadeia Coesa (100% interna)
NUCLEO_448;Guaramirim, Jaraguá do Sul;6;1;Sim;178;100.0;178;Cadeia Coesa (100% interna)
NUCLEO_449;Guarujá do Sul, São José do Cedro;4;0;Não;714;100.0;714;Cadeia Coesa (100% interna)
NUCLEO_45;Campos Lindos, Goiatins;2;1;Sim;516;100.0;516;Cadeia Coesa (100% interna)
NUCLEO_450;Herval d'Oeste, Joaçaba;11;1;Sim;183;81.8;183, 756;Cadeia Mista (Dominante: UTP 183)
NUCLEO_451;Ibirama, Lontras;4;0;Não;285;100.0;285;Cadeia Coesa (100% interna)
NUCLEO_452;Iomerê, Videira;13;1;Sim;756;69.2;183, 426, 756;Cadeia Mista (Dominante: UTP 756)
NUCLEO_453;Itapema, Porto Belo;3;1;Sim;164;100.0;164;Cadeia Coesa (100% interna)
NUCLEO_454;Monte Castelo, Papanduva;2;0;Não;204;100.0;204;Cadeia Coesa (100% interna)
NUCLEO_455;Rio Negrinho, São Bento do Sul;3;1;Sim;303;100.0;303;Cadeia Coesa (100% interna)
NUCLEO_456;Alpestre, Planalto;5;0;Não;513;60.0;513, 607;Cadeia Mista (Dominante: UTP 513)
NUCLEO_457;Arroio do Tigre, Sobradinho;5;1;Sim;678;80.0;293, 678;Cadeia Mista (Dominante: UTP 678)
NUCLEO_458;Arvorezinha, Ilópolis;3;0;Não;193;66.7;193, 505;Cadeia Crítica (Núcleo Cross-UTP: 193, 505)
NUCLEO_459;Barão de Cotegipe, Erechim;20;1;Sim;503;100.0;503;Cadeia Coesa (100% interna)
NUCLEO_46;Carrasco Bonito, São Sebastião do Tocantins;3;0;Não;392;100.0;392;Cadeia Coesa (100% interna)
NUCLEO_460;Barra do Quaraí, Uruguaiana;4;1;Sim;156;100.0;156;Cadeia Coesa (100% interna)
NUCLEO_461;Barra Funda, Sarandi;6;1;Sim;622;100.0;622;Cadeia Coesa (100% interna)
NUCLEO_462;Brochier, Maratá;2;0;Não;338;50.0;338, 66;Cadeia Crítica (Núcleo Cross-UTP: 338, 66)
NUCLEO_463;Cacequi, São Vicente do Sul;2;0;Não;497;100.0;497;Cadeia Coesa (100% interna)
NUCLEO_464;Cachoeirinha, Gravataí;3;0;Não;267;100.0;267;Cadeia Coesa (100% interna)
NUCLEO_465;Cacique Doble, São José do Ouro;6;0;Não;192;66.7;192, 503;Cadeia Crítica (Núcleo Cross-UTP: 503, 192)
NUCLEO_466;Camaquã, Tapes;7;1;Sim;709;100.0;709;Cadeia Coesa (100% interna)
NUCLEO_467;Canela, Gramado;2;1;Sim;69;100.0;69;Cadeia Coesa (100% interna)
NUCLEO_468;Canoas, Porto Alegre;18;3;Sim;267;61.1;228, 267, 89;Cadeia Mista (Dominante: UTP 267)
NUCLEO_469;Capão do Leão, Pelotas;17;2;Sim;251;82.4;251, 286, 709, NOVA1;Cadeia Mista (Dominante: UTP 251)
NUCLEO_47;Centenário, Recursolândia;2;0;Não;249;100.0;249;Cadeia Coesa (100% interna)
NUCLEO_470;Caxias do Sul, Farroupilha;12;2;Sim;84;50.0;43, 84;Cadeia Mista (Dominante: UTP 84)
NUCLEO_471;Cerro Largo, Guarani das Missões;6;0;Não;299;50.0;299, 711;Cadeia Mista (Dominante: UTP 299)
NUCLEO_472;Chuí, Santa Vitória do Palmar;2;1;Sim;130;100.0;130;Cadeia Coesa (100% interna)
NUCLEO_473;Condor, Panambi;13;0;Não;622;30.8;491, 513, 532, 535, 622;Cadeia Mista (Dominante: UTP 622)
NUCLEO_474;Dom Pedro de Alcântara, Torres;6;1;Sim;342;100.0;342;Cadeia Coesa (100% interna)
NUCLEO_475;Entre-Ijuís, Santo Ângelo;25;3;Sim;299;44.0;299, 491, 527, 535, 711;Cadeia Mista (Dominante: UTP 299)
NUCLEO_476;Estação, Getúlio Vargas;5;1;Sim;115;100.0;115;Cadeia Coesa (100% interna)
NUCLEO_477;Estrela, Lajeado;16;2;Sim;193;75.0;193, 338;Cadeia Mista (Dominante: UTP 193)
NUCLEO_478;Fontoura Xavier, São José do Herval;2;0;Não;505;100.0;505;Cadeia Coesa (100% interna)
NUCLEO_479;Frederico Westphalen, Seberi;10;1;Sim;513;100.0;513;Cadeia Coesa (100% interna)
NUCLEO_48;Formoso do Araguaia, Gurupi;11;1;Sim;526;100.0;526;Cadeia Coesa (100% interna)
NUCLEO_480;Guaporé, Serafina Corrêa;15;1;Sim;522;60.0;193, 240, 522;Cadeia Mista (Dominante: UTP 522)
NUCLEO_481;Marau, Vila Maria;16;2;Sim;240;75.0;240, 505, 522, 532, 622;Cadeia Mista (Dominante: UTP 240)
NUCLEO_482;Muitos Capões, Vacaria;16;2;Sim;750;56.2;192, 503, 750;Cadeia Mista (Dominante: UTP 750)
NUCLEO_483;Parobé, Taquara;6;2;Sim;330;66.7;320, 330;Cadeia Mista (Dominante: UTP 330)
NUCLEO_484;Passa Sete, Salto do Jacuí;5;0;Não;678;60.0;293, 678;Cadeia Crítica (Núcleo Cross-UTP: 293, 678)
NUCLEO_485;Passo do Sobrado, Vale Verde;3;0;Não;293;100.0;293;Cadeia Coesa (100% interna)
NUCLEO_486;Pouso Novo, Progresso;4;0;Não;193;100.0;193;Cadeia Coesa (100% interna)
NUCLEO_487;Sananduva, São João da Urtiga;2;0;Não;192;50.0;192, 503;Cadeia Crítica (Núcleo Cross-UTP: 192, 503)
NUCLEO_488;Santa Cruz do Sul, Venâncio Aires;17;3;Sim;293;64.7;293, 359, 429, 497, 505, 678;Cadeia Crítica (Núcleo Cross-UTP: 293, 359)
NUCLEO_489;Santa Maria, São Sepé;32;4;Sim;497;84.4;33, 497, 562, 672;Cadeia Mista (Dominante: UTP 497)
NUCLEO_49;Miracema do Tocantins, Miranorte;2;1;Sim;216;100.0;216;Cadeia Coesa (100% interna)
NUCLEO_490;Tiradentes do Sul, Três Passos;12;1;Sim;441;83.3;441, 513, 535;Cadeia Mista (Dominante: UTP 441)
NUCLEO_491;Três Palmeiras, Trindade do Sul;3;0;Não;607;66.7;607, 622;Cadeia Crítica (Núcleo Cross-UTP: 622, 607)
NUCLEO_492;Água Clara, Ribas do Rio Pardo;2;0;Não;344;100.0;344;Cadeia Coesa (100% interna)
NUCLEO_493;Anastácio, Aquidauana;4;1;Sim;18;75.0;18, 414;Cadeia Mista (Dominante: UTP 18)
NUCLEO_494;Angélica, Ivinhema;3;0;Não;609;100.0;609;Cadeia Coesa (100% interna)
NUCLEO_495;Batayporã, Nova Andradina;3;1;Sim;609;100.0;609;Cadeia Coesa (100% interna)
NUCLEO_496;Campo Grande, Terenos;9;2;Sim;67;77.8;179, 434, 67;Cadeia Mista (Dominante: UTP 67)
NUCLEO_497;Cassilândia, Itarumã;5;1;Sim;458;100.0;458;Cadeia Coesa (100% interna)
NUCLEO_498;Chapadão do Sul, Costa Rica;5;1;Sim;466;100.0;466;Cadeia Coesa (100% interna)
NUCLEO_499;Corumbá, Ladário;2;1;Sim;138;100.0;138;Cadeia Coesa (100% interna)
NUCLEO_5;Alvorada D'Oeste, Urupá;7;1;Sim;182;57.1;182, 379;Cadeia Mista (Dominante: UTP 182)
NUCLEO_50;Pedro Afonso, Presidente Kennedy;5;0;Não;249;100.0;249;Cadeia Coesa (100% interna)
NUCLEO_500;Dourados, Ponta Porã;16;2;Sim;103;43.8;103, 148, 604, 652;Cadeia Crítica (Núcleo Cross-UTP: 103, 148)
NUCLEO_501;Guia Lopes da Laguna, Jardim;3;2;Sim;179;66.7;179, 414;Cadeia Mista (Dominante: UTP 179)
NUCLEO_502;Nova Alvorada do Sul, Rio Brilhante;2;1;Sim;666;100.0;666;Cadeia Coesa (100% interna)
NUCLEO_503;Sete Quedas, Tacuru;3;0;Não;148;100.0;148;Cadeia Coesa (100% interna)
