cd_mun;nm_mun;sede_utp;rm_origem;utp_origem;hierarquia;id_cadeia;status_cadeia;cd_destino_principal;nm_destino_principal;rm_destino_principal;utp_destino_principal;tempo_viagem_h;sugestao_analise
1100064;Colorado do Oeste;False;N/A;759;primaria;NUCLEO_0;Mista;1100304;Vilhena;N/A;759;1.277139598;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1100304;Vilhena;True;N/A;759;primaria;NUCLEO_0;Mista;1100064;Colorado do Oeste;N/A;759;1.198569799;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1100106;Guajará-Mirim;True;N/A;143;primaria;NUCLEO_1;Interna;1100338;Nova Mamoré;N/A;143;0.616667;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1100338;Nova Mamoré;False;N/A;143;primaria;NUCLEO_1;Interna;1100106;Guajará-Mirim;N/A;143;0.616667;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1100114;Jaru;False;N/A;182;primaria;NUCLEO_2;Mista;1101005;Governador Jorge Teixeira;N/A;395;0.637511167;Conflito Estrutural: O núcleo da cadeia está dividido entre UTPs distintas.
1101005;Governador Jorge Teixeira;False;N/A;395;primaria;NUCLEO_2;Mista;1100114;Jaru;N/A;182;0.637511167;Conflito Estrutural: O núcleo da cadeia está dividido entre UTPs distintas.
1100122;Ji-Paraná;True;N/A;182;primaria;NUCLEO_3;Mista;1100254;Presidente Médici;N/A;182;0.637756948;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1100254;Presidente Médici;False;N/A;182;primaria;NUCLEO_3;Mista;1100122;Ji-Paraná;N/A;182;0.545513895;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1100288;Rolim de Moura;True;N/A;670;primaria;NUCLEO_4;Mista;1100296;Santa Luzia D'Oeste;N/A;670;0.337446204;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1100296;Santa Luzia D'Oeste;False;N/A;670;primaria;NUCLEO_4;Mista;1100288;Rolim de Moura;N/A;670;0.334892407;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1100346;Alvorada D'Oeste;False;N/A;182;primaria;NUCLEO_5;Mista;1101708;Urupá;N/A;182;0.46;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1101708;Urupá;False;N/A;182;primaria;NUCLEO_5;Mista;1100346;Alvorada D'Oeste;N/A;182;1.050111983;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1101609;Theobroma;False;N/A;182;primaria;NUCLEO_6;Interna;1101757;Vale do Anari;N/A;182;1.949163727;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1101757;Vale do Anari;False;N/A;182;primaria;NUCLEO_6;Interna;1101609;Theobroma;N/A;182;1.949163727;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1200054;Assis Brasil;False;N/A;137;primaria;NUCLEO_7;Interna;1200104;Brasiléia;N/A;137;1.856971346;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1200104;Brasiléia;True;N/A;137;primaria;NUCLEO_7;Interna;1200054;Assis Brasil;N/A;137;1.856971346;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1200203;Cruzeiro do Sul;True;N/A;492;primaria;NUCLEO_8;Interna;1200427;Rodrigues Alves;N/A;492;0.702735903;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1200427;Rodrigues Alves;False;N/A;492;primaria;NUCLEO_8;Interna;1200203;Cruzeiro do Sul;N/A;492;0.705471806;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1200252;Epitaciolândia;False;N/A;137;primaria;NUCLEO_9;Mista;1200708;Xapuri;N/A;137;1.053863515;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1200708;Xapuri;False;N/A;137;primaria;NUCLEO_9;Mista;1200252;Epitaciolândia;N/A;137;1.086931757;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1200302;Feijó;False;N/A;731;primaria;NUCLEO_10;Interna;1200609;Tarauacá;N/A;731;1.314917715;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1200609;Tarauacá;True;N/A;731;primaria;NUCLEO_10;Interna;1200302;Feijó;N/A;731;1.314917715;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1200401;Rio Branco;True;N/A;282;primaria;NUCLEO_11;Interna;1200450;Senador Guiomard;N/A;282;0.405672504;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1200450;Senador Guiomard;False;N/A;282;primaria;NUCLEO_11;Interna;1200401;Rio Branco;N/A;282;0.321345007;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1300029;Alvarães;False;N/A;734;primaria;NUCLEO_12;Interna;1304203;Tefé;N/A;734;0.678941299;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1304203;Tefé;True;N/A;734;primaria;NUCLEO_12;Interna;1300029;Alvarães;N/A;734;0.33;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1300607;Benjamin Constant;False;N/A;155;primaria;NUCLEO_13;Interna;1304062;Tabatinga;N/A;155;0.5;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1304062;Tabatinga;True;N/A;155;primaria;NUCLEO_13;Interna;1300607;Benjamin Constant;N/A;155;0.5;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1301852;Iranduba;False;Recorte Metropolitano de Manaus;206;primaria;NUCLEO_14;Interna;1302603;Manaus;Recorte Metropolitano de Manaus;206;0.5;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1302603;Manaus;True;Recorte Metropolitano de Manaus;206;primaria;NUCLEO_14;Interna;1301852;Iranduba;Recorte Metropolitano de Manaus;206;0.5;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1302009;Itapiranga;False;Recorte Metropolitano de Manaus;540;primaria;NUCLEO_15;Interna;1304005;Silves;Recorte Metropolitano de Manaus;540;1.443583495;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1304005;Silves;False;Recorte Metropolitano de Manaus;540;primaria;NUCLEO_15;Interna;1302009;Itapiranga;Recorte Metropolitano de Manaus;540;1.443583495;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1400209;Caracaraí;True;Recorte Metropolitano de Central;451;primaria;NUCLEO_16;Interna;1400282;Iracema;Recorte Metropolitano de Central;451;0.714449501;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1400282;Iracema;False;Recorte Metropolitano de Central;451;primaria;NUCLEO_16;Interna;1400209;Caracaraí;Recorte Metropolitano de Central;451;0.718899002;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1500503;Almeirim;False;N/A;375;primaria;NUCLEO_17;Mista;1506005;Prainha;N/A;592;2.0;Conflito Estrutural: O núcleo da cadeia está dividido entre UTPs distintas.
1506005;Prainha;False;N/A;592;primaria;NUCLEO_17;Mista;1500503;Almeirim;N/A;375;2.0;Conflito Estrutural: O núcleo da cadeia está dividido entre UTPs distintas.
1500602;Altamira;True;N/A;375;primaria;NUCLEO_18;Mista;1501725;Brasil Novo;N/A;375;0.746590526;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1501725;Brasil Novo;False;N/A;375;primaria;NUCLEO_18;Mista;1500602;Altamira;N/A;375;0.823181051;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1500800;Ananindeua;False;Recorte Metropolitano de Belém;41;primaria;NUCLEO_19;Interna;1501402;Belém;Recorte Metropolitano de Belém;41;0.279997025;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1501402;Belém;True;Recorte Metropolitano de Belém;41;primaria;NUCLEO_19;Interna;1500800;Ananindeua;Recorte Metropolitano de Belém;41;0.69;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1500958;Aurora do Pará;False;N/A;626;primaria;NUCLEO_20;Mista;1504059;Mãe do Rio;N/A;80;0.148461282;Conflito Estrutural: O núcleo da cadeia está dividido entre UTPs distintas.
1504059;Mãe do Rio;False;N/A;80;primaria;NUCLEO_20;Mista;1500958;Aurora do Pará;N/A;626;0.148461282;Conflito Estrutural: O núcleo da cadeia está dividido entre UTPs distintas.
1501451;Belterra;False;Recorte Metropolitano de Santarém;298;primaria;NUCLEO_21;Interna;1506807;Santarém;Recorte Metropolitano de Santarém;298;1.59;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1506807;Santarém;True;Recorte Metropolitano de Santarém;298;primaria;NUCLEO_21;Interna;1501451;Belterra;Recorte Metropolitano de Santarém;298;1.58;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1501709;Bragança;True;N/A;52;primaria;NUCLEO_22;Mista;1508308;Viseu;N/A;761;1.24;Conflito Estrutural: O núcleo da cadeia está dividido entre UTPs distintas.
1508308;Viseu;True;N/A;761;primaria;NUCLEO_22;Mista;1501709;Bragança;N/A;52;1.23;Conflito Estrutural: O núcleo da cadeia está dividido entre UTPs distintas.
1502004;Cachoeira do Arari;False;N/A;NOVA6;primaria;NUCLEO_23;Interna;1504901;Muaná;N/A;NOVA6;1.203317494;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1504901;Muaná;False;N/A;NOVA6;primaria;NUCLEO_23;Interna;1502004;Cachoeira do Arari;N/A;NOVA6;1.203317494;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1502103;Cametá;True;N/A;64;primaria;NUCLEO_24;Interna;1504000;Limoeiro do Ajuru;N/A;64;1.653449345;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1504000;Limoeiro do Ajuru;False;N/A;64;primaria;NUCLEO_24;Interna;1502103;Cametá;N/A;64;1.80689869;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1502202;Capanema;False;N/A;52;primaria;NUCLEO_25;Mista;1506104;Primavera;N/A;52;0.515584164;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1506104;Primavera;False;N/A;52;primaria;NUCLEO_25;Mista;1502202;Capanema;N/A;52;0.515584164;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1502400;Castanhal;False;Recorte Metropolitano de Belém;41;primaria;NUCLEO_26;Interna;1506500;Santa Izabel do Pará;Recorte Metropolitano de Belém;41;0.512962127;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1506500;Santa Izabel do Pará;False;Recorte Metropolitano de Belém;41;primaria;NUCLEO_26;Interna;1502400;Castanhal;Recorte Metropolitano de Belém;41;0.365924253;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1502608;Colares;False;N/A;80;primaria;NUCLEO_27;Interna;1508209;Vigia;N/A;80;0.82166943;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1508209;Vigia;False;N/A;80;primaria;NUCLEO_27;Interna;1502608;Colares;N/A;80;0.82166943;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1502772;Curionópolis;False;N/A;237;primaria;NUCLEO_28;Interna;1505536;Parauapebas;N/A;237;0.61769138;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1505536;Parauapebas;True;N/A;237;primaria;NUCLEO_28;Interna;1502772;Curionópolis;N/A;237;0.61384569;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1503077;Garrafão do Norte;False;N/A;52;primaria;NUCLEO_29;Interna;1504950;Nova Esperança do Piriá;N/A;52;1.257137893;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1504950;Nova Esperança do Piriá;False;N/A;52;primaria;NUCLEO_29;Interna;1503077;Garrafão do Norte;N/A;52;1.257137893;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1503507;Irituia;False;N/A;80;primaria;NUCLEO_30;Interna;1507607;São Miguel do Guamá;N/A;80;0.348387477;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1507607;São Miguel do Guamá;False;N/A;80;primaria;NUCLEO_30;Interna;1503507;Irituia;N/A;80;0.348387477;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1503705;Itupiranga;False;N/A;208;primaria;NUCLEO_31;Mista;1504208;Marabá;N/A;208;1.17122788;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1504208;Marabá;True;N/A;208;primaria;NUCLEO_31;Mista;1503705;Itupiranga;N/A;208;0.71;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1504703;Moju;False;N/A;1;primaria;NUCLEO_32;Interna;1507953;Tailândia;N/A;1;1.853207425;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1507953;Tailândia;False;N/A;1;primaria;NUCLEO_32;Interna;1504703;Moju;N/A;1;1.853207425;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1505106;Óbidos;False;N/A;618;primaria;NUCLEO_33;Interna;1505304;Oriximiná;N/A;618;1.32;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1505304;Oriximiná;True;N/A;618;primaria;NUCLEO_33;Interna;1505106;Óbidos;N/A;618;1.29;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1505437;Ourilândia do Norte;False;N/A;619;primaria;NUCLEO_34;Interna;1508084;Tucumã;N/A;619;0.085497636;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1508084;Tucumã;True;N/A;619;primaria;NUCLEO_34;Interna;1505437;Ourilândia do Norte;N/A;619;0.090995272;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1506161;Rio Maria;False;N/A;763;primaria;NUCLEO_35;Mista;1508407;Xinguara;N/A;763;0.407806605;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1508407;Xinguara;True;N/A;763;primaria;NUCLEO_35;Mista;1506161;Rio Maria;N/A;763;0.388903303;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1506708;Santana do Araguaia;False;N/A;782;primaria;NUCLEO_36;Interna;5108600;Vila Rica;N/A;782;1.69;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
5108600;Vila Rica;False;N/A;782;primaria;NUCLEO_36;Interna;1506708;Santana do Araguaia;N/A;782;1.72;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1507458;São Geraldo do Araguaia;False;N/A;307;primaria;NUCLEO_37;Mista;1722107;Xambioá;N/A;307;1.91;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1722107;Xambioá;True;N/A;307;primaria;NUCLEO_37;Mista;1507458;São Geraldo do Araguaia;N/A;307;0.444797447;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1600279;Laranjal do Jari;True;N/A;194;primaria;NUCLEO_38;Interna;1600808;Vitória do Jari;N/A;194;1.86045648;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1600808;Vitória do Jari;False;N/A;194;primaria;NUCLEO_38;Interna;1600279;Laranjal do Jari;N/A;194;1.86045648;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1600303;Macapá;True;Recorte Metropolitano de Macapá;202;primaria;NUCLEO_39;Interna;1600600;Santana;Recorte Metropolitano de Macapá;202;1.88;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1600600;Santana;False;Recorte Metropolitano de Macapá;202;primaria;NUCLEO_39;Interna;1600303;Macapá;Recorte Metropolitano de Macapá;202;0.377335325;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1600550;Pracuúba;False;N/A;732;primaria;NUCLEO_40;Mista;1600709;Tartarugalzinho;N/A;732;0.45571295;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1600709;Tartarugalzinho;True;N/A;732;primaria;NUCLEO_40;Mista;1600550;Pracuúba;N/A;732;0.637856475;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1701903;Araguacema;True;N/A;390;primaria;NUCLEO_41;Interna;1707207;Dois Irmãos do Tocantins;N/A;390;1.05;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1707207;Dois Irmãos do Tocantins;False;N/A;390;primaria;NUCLEO_41;Interna;1701903;Araguacema;N/A;390;1.647013817;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1702406;Arraias;False;N/A;396;primaria;NUCLEO_42;Interna;1705607;Conceição do Tocantins;N/A;396;1.381530761;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1705607;Conceição do Tocantins;False;N/A;396;primaria;NUCLEO_42;Interna;1702406;Arraias;N/A;396;1.593061522;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1702554;Augustinópolis;False;N/A;392;primaria;NUCLEO_43;Interna;1703800;Buriti do Tocantins;N/A;392;0.677856933;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1703800;Buriti do Tocantins;False;N/A;392;primaria;NUCLEO_43;Interna;1702554;Augustinópolis;N/A;392;0.677856933;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1703305;Bom Jesus do Tocantins;False;N/A;249;primaria;NUCLEO_44;Mista;1709302;Guaraí;N/A;249;1.100121251;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1709302;Guaraí;True;N/A;249;primaria;NUCLEO_44;Mista;1703305;Bom Jesus do Tocantins;N/A;249;1.220060626;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
1703842;Campos Lindos;False;N/A;516;primaria;NUCLEO_45;Interna;1709005;Goiatins;N/A;516;1.405712882;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1709005;Goiatins;True;N/A;516;primaria;NUCLEO_45;Interna;1703842;Campos Lindos;N/A;516;1.292856441;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1703891;Carrasco Bonito;False;N/A;392;primaria;NUCLEO_46;Interna;1720309;São Sebastião do Tocantins;N/A;392;0.613414115;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1720309;São Sebastião do Tocantins;False;N/A;392;primaria;NUCLEO_46;Interna;1703891;Carrasco Bonito;N/A;392;0.613414115;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1704105;Centenário;False;N/A;249;primaria;NUCLEO_47;Interna;1718501;Recursolândia;N/A;249;1.561009916;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1718501;Recursolândia;False;N/A;249;primaria;NUCLEO_47;Interna;1704105;Centenário;N/A;249;1.561009916;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1708205;Formoso do Araguaia;False;Recorte Metropolitano de Gurupi;526;primaria;NUCLEO_48;Interna;1709500;Gurupi;Recorte Metropolitano de Gurupi;526;1.04677467;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1709500;Gurupi;True;Recorte Metropolitano de Gurupi;526;primaria;NUCLEO_48;Interna;1708205;Formoso do Araguaia;Recorte Metropolitano de Gurupi;526;0.898387335;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1713205;Miracema do Tocantins;True;Recorte Metropolitano de Palmas;216;primaria;NUCLEO_49;Interna;1713304;Miranorte;Recorte Metropolitano de Palmas;216;0.430227065;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1713304;Miranorte;False;Recorte Metropolitano de Palmas;216;primaria;NUCLEO_49;Interna;1713205;Miracema do Tocantins;Recorte Metropolitano de Palmas;216;0.420454129;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1716505;Pedro Afonso;False;N/A;249;primaria;NUCLEO_50;Interna;1718402;Presidente Kennedy;N/A;249;1.573436032;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1718402;Presidente Kennedy;False;N/A;249;primaria;NUCLEO_50;Interna;1716505;Pedro Afonso;N/A;249;1.573436032;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1717008;Pindorama do Tocantins;False;N/A;499;primaria;NUCLEO_51;Interna;1717909;Ponte Alta do Tocantins;N/A;499;1.163701141;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1717909;Ponte Alta do Tocantins;False;N/A;499;primaria;NUCLEO_51;Interna;1717008;Pindorama do Tocantins;N/A;499;1.163701141;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1718204;Porto Nacional;False;Recorte Metropolitano de Palmas;231;primaria;NUCLEO_52;Interna;1721000;Palmas;Recorte Metropolitano de Palmas;231;0.944364241;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
1721000;Palmas;True;Recorte Metropolitano de Palmas;231;primaria;NUCLEO_52;Interna;1718204;Porto Nacional;Recorte Metropolitano de Palmas;231;0.934364241;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2100154;Água Doce do Maranhão;False;N/A;239;primaria;NUCLEO_53;Interna;2112506;Tutóia;N/A;239;1.169145913;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2112506;Tutóia;True;N/A;239;primaria;NUCLEO_53;Interna;2100154;Água Doce do Maranhão;N/A;239;1.169145913;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2100402;Altamira do Maranhão;False;N/A;32;primaria;NUCLEO_54;Mista;2113009;Vitorino Freire;N/A;32;0.91361418;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
2113009;Vitorino Freire;False;N/A;32;primaria;NUCLEO_54;Mista;2100402;Altamira do Maranhão;N/A;32;0.91361418;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
2100436;Alto Alegre do Maranhão;False;N/A;32;primaria;NUCLEO_55;Mista;2101202;Bacabal;N/A;32;0.605250624;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
2101202;Bacabal;True;N/A;32;primaria;NUCLEO_55;Mista;2100436;Alto Alegre do Maranhão;N/A;32;0.817625312;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
2100501;Alto Parnaíba;False;N/A;10;primaria;NUCLEO_56;Interna;2112001;Tasso Fragoso;N/A;10;1.479334271;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2112001;Tasso Fragoso;True;N/A;10;primaria;NUCLEO_56;Interna;2100501;Alto Parnaíba;N/A;10;1.418668542;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2101251;Bacabeira;False;Recorte Metropolitano da Grande São Luís;314;primaria;NUCLEO_57;Interna;2109601;Rosário;Recorte Metropolitano da Grande São Luís;314;0.170325108;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2109601;Rosário;False;Recorte Metropolitano da Grande São Luís;314;primaria;NUCLEO_57;Interna;2101251;Bacabeira;Recorte Metropolitano da Grande São Luís;314;0.170325108;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2101400;Balsas;True;N/A;400;primaria;NUCLEO_58;Interna;2111607;São Raimundo das Mangabeiras;N/A;400;1.278280926;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2111607;São Raimundo das Mangabeiras;False;N/A;400;primaria;NUCLEO_58;Interna;2101400;Balsas;N/A;400;1.386561852;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2101806;Benedito Leite;False;N/A;355;primaria;NUCLEO_59;Interna;2211209;Uruçuí;N/A;355;0.090987947;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2211209;Uruçuí;True;N/A;355;primaria;NUCLEO_59;Interna;2101806;Benedito Leite;N/A;355;0.090987947;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2102903;Carutapera;True;N/A;456;primaria;NUCLEO_60;Interna;2105658;Junco do Maranhão;N/A;456;1.165629321;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2105658;Junco do Maranhão;False;N/A;456;primaria;NUCLEO_60;Interna;2102903;Carutapera;N/A;456;1.301258643;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2104107;Fortaleza dos Nogueiras;True;N/A;511;primaria;NUCLEO_61;Interna;2111573;São Pedro dos Crentes;N/A;511;1.85401039;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2111573;São Pedro dos Crentes;False;N/A;511;primaria;NUCLEO_61;Interna;2104107;Fortaleza dos Nogueiras;N/A;511;1.85401039;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2105302;Imperatriz;True;Recorte Metropolitano do Sudoeste Maranhense;128;primaria;NUCLEO_62;Interna;2105500;João Lisboa;Recorte Metropolitano do Sudoeste Maranhense;128;0.19298066;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2105500;João Lisboa;False;Recorte Metropolitano do Sudoeste Maranhense;128;primaria;NUCLEO_62;Interna;2105302;Imperatriz;Recorte Metropolitano do Sudoeste Maranhense;128;0.19298066;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2107209;Nina Rodrigues;False;N/A;745;primaria;NUCLEO_63;Mista;2112704;Vargem Grande;N/A;745;0.585907476;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
2112704;Vargem Grande;True;N/A;745;primaria;NUCLEO_63;Mista;2107209;Nina Rodrigues;N/A;745;0.585907476;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
2108009;Pastos Bons;True;N/A;705;primaria;NUCLEO_64;Mista;2111102;São João dos Patos;N/A;705;0.755755244;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
2111102;São João dos Patos;False;N/A;705;primaria;NUCLEO_64;Mista;2108009;Pastos Bons;N/A;705;0.827877622;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
2108504;Pindaré-Mirim;False;N/A;681;primaria;NUCLEO_65;Mista;2109908;Santa Inês;N/A;681;0.134290955;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
2109908;Santa Inês;True;N/A;681;primaria;NUCLEO_65;Mista;2108504;Pindaré-Mirim;N/A;681;0.147145478;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
2109106;Presidente Dutra;True;N/A;657;primaria;NUCLEO_66;Mista;2112308;Tuntum;N/A;657;0.377253634;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
2112308;Tuntum;False;N/A;657;primaria;NUCLEO_66;Mista;2109106;Presidente Dutra;N/A;657;0.334507267;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
2111201;São José de Ribamar;False;Recorte Metropolitano da Grande São Luís;314;primaria;NUCLEO_67;Mista;2111300;São Luís;Recorte Metropolitano da Grande São Luís;314;0.879301888;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
2111300;São Luís;True;Recorte Metropolitano da Grande São Luís;314;primaria;NUCLEO_67;Mista;2111201;São José de Ribamar;Recorte Metropolitano da Grande São Luís;314;0.874650944;Expansão de Influência: Núcleo coeso, mas a influência transborda para outras UTPs.
2111532;São Pedro da Água Branca;False;Recorte Metropolitano do Sudoeste Maranhense;128;primaria;NUCLEO_68;Interna;2112852;Vila Nova dos Martírios;Recorte Metropolitano do Sudoeste Maranhense;128;0.599118083;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2112852;Vila Nova dos Martírios;False;Recorte Metropolitano do Sudoeste Maranhense;128;primaria;NUCLEO_68;Interna;2111532;São Pedro da Água Branca;Recorte Metropolitano do Sudoeste Maranhense;128;0.599118083;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2111631;São Raimundo do Doca Bezerra;False;N/A;405;primaria;NUCLEO_69;Interna;2111672;São Roberto;N/A;405;0.555169274;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2111672;São Roberto;False;N/A;405;primaria;NUCLEO_69;Interna;2111631;São Raimundo do Doca Bezerra;N/A;405;0.555169274;Integridade Territorial: Cadeia totalmente contida na mesma UTP.
2112803;Viana;False;N/A;295;primaria;NUCLEO_70;Mista;2112902;Vitória do Mearim;N/A;681;0.656148356;Conflito Estrutural: O núcleo da cadeia está dividido entre UTPs distintas.
2112902;Vitória do Mearim;False;N/A;681;primaria;NUCLEO_70;Mista;2112803;Viana;N/A;295;0.656148356;Conflito Estrutural: O núcleo da cadeia está dividido entre UTPs distintas.
